dataset_id,fold,session,nll_summed,model
0,0,5,125.5109050584397,Q (common fit)
0,0,9,106.96884185291655,Q (common fit)
0,0,12,79.7921602205049,Q (common fit)
0,0,15,110.72165577357308,Q (common fit)
0,0,16,92.63836163191613,Q (common fit)
0,0,18,135.2968310184977,Q (common fit)
0,0,19,112.96067219768328,Q (common fit)
0,0,24,100.1913985838124,Q (common fit)
0,0,29,126.95679816564758,Q (common fit)
0,0,30,110.24773285739975,Q (common fit)
0,0,31,81.3753843535612,Q (common fit)
0,0,35,128.08890390715754,Q (common fit)
0,0,38,129.86485926189357,Q (common fit)
0,0,42,138.8350656983537,Q (common fit)
0,0,45,89.79914854731287,Q (common fit)
0,0,55,105.09661367484476,Q (common fit)
0,0,56,140.4911850610219,Q (common fit)
0,0,60,75.10275237840449,Q (common fit)
0,0,65,138.0730667355345,Q (common fit)
0,0,66,133.63259283530434,Q (common fit)
0,0,67,133.70598722064491,Q (common fit)
0,0,68,103.8435364775683,Q (common fit)
0,0,69,137.5380034185748,Q (common fit)
0,0,73,91.93314871769216,Q (common fit)
0,0,75,92.05497465097268,Q (common fit)
0,0,76,138.43252811428115,Q (common fit)
0,0,78,97.00902925267393,Q (common fit)
0,0,79,70.68972406355958,Q (common fit)
0,0,82,126.86176569855134,Q (common fit)
0,0,84,81.77173994426136,Q (common fit)
0,0,86,97.45824146149582,Q (common fit)
0,0,93,106.02503880185672,Q (common fit)
0,0,95,100.89666899943722,Q (common fit)
0,0,96,117.96753124394291,Q (common fit)
0,0,97,92.90213123474835,Q (common fit)
0,0,98,139.81122699972468,Q (common fit)
0,0,104,99.3790666417708,Q (common fit)
0,0,114,134.8451429757232,Q (common fit)
0,0,115,86.51037124180685,Q (common fit)
0,0,117,108.31528096257736,Q (common fit)
0,0,119,92.33482686001844,Q (common fit)
0,0,122,121.01120537862263,Q (common fit)
0,0,124,104.0742597276349,Q (common fit)
0,0,125,127.57939000570455,Q (common fit)
0,0,126,113.57653134396186,Q (common fit)
0,0,128,134.66352477996253,Q (common fit)
0,0,132,138.2343877042462,Q (common fit)
0,0,135,136.5079757088183,Q (common fit)
0,0,137,103.8520026017254,Q (common fit)
0,0,140,80.42825574051146,Q (common fit)
0,0,143,101.70865494758618,Q (common fit)
0,0,148,145.99949625313386,Q (common fit)
0,0,150,92.1446350482397,Q (common fit)
0,0,152,138.53234065959114,Q (common fit)
0,0,158,129.73917026481442,Q (common fit)
0,0,164,103.34423560893684,Q (common fit)
0,0,165,129.26344711189168,Q (common fit)
0,0,169,131.34031293695736,Q (common fit)
0,0,170,135.0392237548489,Q (common fit)
0,0,172,106.5021846747934,Q (common fit)
0,0,173,136.0678794348928,Q (common fit)
0,0,174,84.99218260914509,Q (common fit)
0,0,177,82.88083229935911,Q (common fit)
0,0,182,131.2454727074955,Q (common fit)
0,0,186,109.66766020624476,Q (common fit)
0,0,195,75.00421850947092,Q (common fit)
0,0,197,128.4839435664789,Q (common fit)
0,0,5,125.34385872243492,Q (MAP)
0,0,9,107.63636470993664,Q (MAP)
0,0,12,71.61847106909262,Q (MAP)
0,0,15,111.93641062393743,Q (MAP)
0,0,16,88.62827048556785,Q (MAP)
0,0,18,135.53697355591285,Q (MAP)
0,0,19,110.9750799413984,Q (MAP)
0,0,24,97.71664835746128,Q (MAP)
0,0,29,114.29655932974003,Q (MAP)
0,0,30,108.365241607402,Q (MAP)
0,0,31,76.12007985593866,Q (MAP)
0,0,35,124.237887910305,Q (MAP)
0,0,38,129.10934027386028,Q (MAP)
0,0,42,137.5557931530591,Q (MAP)
0,0,45,84.95465687796727,Q (MAP)
0,0,55,101.65687746126872,Q (MAP)
0,0,56,137.95541244150036,Q (MAP)
0,0,60,68.2593973923482,Q (MAP)
0,0,65,138.5648883389748,Q (MAP)
0,0,66,134.50952288106123,Q (MAP)
0,0,67,132.02687336919212,Q (MAP)
0,0,68,96.44658643846974,Q (MAP)
0,0,69,137.93710805618858,Q (MAP)
0,0,73,80.75504395496414,Q (MAP)
0,0,75,85.07706098093209,Q (MAP)
0,0,76,138.86851852327433,Q (MAP)
0,0,78,97.8346795820468,Q (MAP)
0,0,79,68.44078969102378,Q (MAP)
0,0,82,119.58418402318114,Q (MAP)
0,0,84,78.44392104214192,Q (MAP)
0,0,86,95.05233591103644,Q (MAP)
0,0,93,106.3820819666846,Q (MAP)
0,0,95,97.61346407816572,Q (MAP)
0,0,96,118.51570723293216,Q (MAP)
0,0,97,87.65933087712038,Q (MAP)
0,0,98,137.47354043290738,Q (MAP)
0,0,104,90.682268249544,Q (MAP)
0,0,114,135.06641345678918,Q (MAP)
0,0,115,72.46107414182548,Q (MAP)
0,0,117,107.18823442379856,Q (MAP)
0,0,119,91.80039080273056,Q (MAP)
0,0,122,120.04403729189708,Q (MAP)
0,0,124,101.47356497690043,Q (MAP)
0,0,125,124.4624946091889,Q (MAP)
0,0,126,114.3186540891572,Q (MAP)
0,0,128,134.56564012461462,Q (MAP)
0,0,132,139.34063989817597,Q (MAP)
0,0,135,135.46661117192448,Q (MAP)
0,0,137,104.12616439413046,Q (MAP)
0,0,140,70.33423070787933,Q (MAP)
0,0,143,97.06631952881132,Q (MAP)
0,0,148,139.9680327469614,Q (MAP)
0,0,150,74.95925851725929,Q (MAP)
0,0,152,135.8167360919559,Q (MAP)
0,0,158,130.33631466391836,Q (MAP)
0,0,164,95.61936974599529,Q (MAP)
0,0,165,126.83559518883015,Q (MAP)
0,0,169,130.78576299551426,Q (MAP)
0,0,170,134.902643056307,Q (MAP)
0,0,172,106.35976330429204,Q (MAP)
0,0,173,135.25440494349814,Q (MAP)
0,0,174,83.47831613020448,Q (MAP)
0,0,177,76.16164809024404,Q (MAP)
0,0,182,129.83541279100675,Q (MAP)
0,0,186,112.52941602008858,Q (MAP)
0,0,195,71.25613850394097,Q (MAP)
0,0,197,130.8395936919744,Q (MAP)
0,0,5,125.24403385478,FQ (common fit)
0,0,9,73.1568201972977,FQ (common fit)
0,0,12,67.71229484913306,FQ (common fit)
0,0,15,97.45418318575716,FQ (common fit)
0,0,16,64.77537950520735,FQ (common fit)
0,0,18,135.681163562493,FQ (common fit)
0,0,19,99.06690189690094,FQ (common fit)
0,0,24,83.3537699568203,FQ (common fit)
0,0,29,118.94118364798422,FQ (common fit)
0,0,30,78.13823886661852,FQ (common fit)
0,0,31,63.70437384693607,FQ (common fit)
0,0,35,125.4556907299442,FQ (common fit)
0,0,38,125.42116204560976,FQ (common fit)
0,0,42,139.2063555596223,FQ (common fit)
0,0,45,79.86263386818358,FQ (common fit)
0,0,55,83.4914495063594,FQ (common fit)
0,0,56,140.70606985646066,FQ (common fit)
0,0,60,60.02239542650833,FQ (common fit)
0,0,65,137.24472072544813,FQ (common fit)
0,0,66,131.9915198587265,FQ (common fit)
0,0,67,132.20662188109375,FQ (common fit)
0,0,68,101.07997567383528,FQ (common fit)
0,0,69,135.35769513728587,FQ (common fit)
0,0,73,75.1755485623355,FQ (common fit)
0,0,75,87.64831468057432,FQ (common fit)
0,0,76,137.90718322883075,FQ (common fit)
0,0,78,89.04750631095938,FQ (common fit)
0,0,79,67.9985655245642,FQ (common fit)
0,0,82,87.67965593051807,FQ (common fit)
0,0,84,71.4310290653526,FQ (common fit)
0,0,86,84.15700713629205,FQ (common fit)
0,0,93,90.9598516082919,FQ (common fit)
0,0,95,83.7476453975756,FQ (common fit)
0,0,96,88.4370072773212,FQ (common fit)
0,0,97,80.79812438583487,FQ (common fit)
0,0,98,140.66918629002149,FQ (common fit)
0,0,104,75.85782852655372,FQ (common fit)
0,0,114,133.42520077326816,FQ (common fit)
0,0,115,57.35098113908658,FQ (common fit)
0,0,117,70.58197544922,FQ (common fit)
0,0,119,88.99251464369235,FQ (common fit)
0,0,122,120.79820792148904,FQ (common fit)
0,0,124,79.1097271524842,FQ (common fit)
0,0,125,128.28106864130612,FQ (common fit)
0,0,126,80.91964494465736,FQ (common fit)
0,0,128,136.35992738540148,FQ (common fit)
0,0,132,138.80067077376268,FQ (common fit)
0,0,135,135.01432006306962,FQ (common fit)
0,0,137,61.299189552870494,FQ (common fit)
0,0,140,70.29407425005361,FQ (common fit)
0,0,143,94.1591920009392,FQ (common fit)
0,0,148,145.53362982339695,FQ (common fit)
0,0,150,44.83430071908749,FQ (common fit)
0,0,152,140.9400559602725,FQ (common fit)
0,0,158,114.05126693244804,FQ (common fit)
0,0,164,104.98502785766384,FQ (common fit)
0,0,165,128.3360377987807,FQ (common fit)
0,0,169,127.88130348745256,FQ (common fit)
0,0,170,132.89318137612244,FQ (common fit)
0,0,172,63.60735758201941,FQ (common fit)
0,0,173,136.02596815634865,FQ (common fit)
0,0,174,77.34010281495014,FQ (common fit)
0,0,177,72.85518415469492,FQ (common fit)
0,0,182,130.9317883817829,FQ (common fit)
0,0,186,94.07415556088716,FQ (common fit)
0,0,195,70.47644507644539,FQ (common fit)
0,0,197,74.40993614137135,FQ (common fit)
0,0,5,124.36686067072291,FQ (MAP)
0,0,9,67.97172560134763,FQ (MAP)
0,0,12,63.44103633027735,FQ (MAP)
0,0,15,95.7225768449796,FQ (MAP)
0,0,16,63.37587554309612,FQ (MAP)
0,0,18,135.67866798398214,FQ (MAP)
0,0,19,95.5062365323814,FQ (MAP)
0,0,24,82.73831226513079,FQ (MAP)
0,0,29,106.2233057522161,FQ (MAP)
0,0,30,77.85610675687897,FQ (MAP)
0,0,31,59.66813778131575,FQ (MAP)
0,0,35,122.54656137529297,FQ (MAP)
0,0,38,123.00081434440584,FQ (MAP)
0,0,42,137.0777514526759,FQ (MAP)
0,0,45,77.36151938262662,FQ (MAP)
0,0,55,75.73329740523718,FQ (MAP)
0,0,56,138.21937667271504,FQ (MAP)
0,0,60,58.49092583988281,FQ (MAP)
0,0,65,137.52482479219114,FQ (MAP)
0,0,66,132.1700490278935,FQ (MAP)
0,0,67,130.86781163410538,FQ (MAP)
0,0,68,91.38563441502912,FQ (MAP)
0,0,69,135.1134218978636,FQ (MAP)
0,0,73,69.02062729284964,FQ (MAP)
0,0,75,84.54162605967848,FQ (MAP)
0,0,76,138.00508868272098,FQ (MAP)
0,0,78,89.21716079310026,FQ (MAP)
0,0,79,63.93586209192334,FQ (MAP)
0,0,82,87.86228718841751,FQ (MAP)
0,0,84,69.76197591110859,FQ (MAP)
0,0,86,81.50172020270142,FQ (MAP)
0,0,93,90.69909342691356,FQ (MAP)
0,0,95,83.65585228614484,FQ (MAP)
0,0,96,88.07758885491437,FQ (MAP)
0,0,97,78.18794473373096,FQ (MAP)
0,0,98,136.21475049055184,FQ (MAP)
0,0,104,65.85137561524428,FQ (MAP)
0,0,114,133.24266145386846,FQ (MAP)
0,0,115,51.48140332118695,FQ (MAP)
0,0,117,68.60018260195561,FQ (MAP)
0,0,119,88.57822113713617,FQ (MAP)
0,0,122,120.32078320202594,FQ (MAP)
0,0,124,79.07419348398889,FQ (MAP)
0,0,125,125.11319792445738,FQ (MAP)
0,0,126,77.99964429388852,FQ (MAP)
0,0,128,135.4359754957351,FQ (MAP)
0,0,132,137.7808107649314,FQ (MAP)
0,0,135,133.71144711164033,FQ (MAP)
0,0,137,60.52983731601787,FQ (MAP)
0,0,140,64.16067022457376,FQ (MAP)
0,0,143,93.47932691742464,FQ (MAP)
0,0,148,136.55913391109462,FQ (MAP)
0,0,150,40.540646646026026,FQ (MAP)
0,0,152,137.5080495287901,FQ (MAP)
0,0,158,108.04379908808129,FQ (MAP)
0,0,164,92.60041833175087,FQ (MAP)
0,0,165,127.70649598544792,FQ (MAP)
0,0,169,127.7637303869235,FQ (MAP)
0,0,170,132.42020744283977,FQ (MAP)
0,0,172,62.410878899066645,FQ (MAP)
0,0,173,135.33031147040228,FQ (MAP)
0,0,174,77.0463734974264,FQ (MAP)
0,0,177,70.5500742801444,FQ (MAP)
0,0,182,130.1547413323587,FQ (MAP)
0,0,186,93.02689069030956,FQ (MAP)
0,0,195,69.67328814928767,FQ (MAP)
0,0,197,71.00975074409205,FQ (MAP)
0,0,5,125.00413318585016,True model
0,0,9,68.41012754211344,True model
0,0,12,63.25572894927478,True model
0,0,15,95.61013327563418,True model
0,0,16,63.331677208667415,True model
0,0,18,135.71934834851123,True model
0,0,19,95.97009754575988,True model
0,0,24,83.14525110520404,True model
0,0,29,105.79014219454216,True model
0,0,30,77.93308208491854,True model
0,0,31,59.87441763413236,True model
0,0,35,121.99632771828584,True model
0,0,38,122.93693854023576,True model
0,0,42,135.9904246631709,True model
0,0,45,77.31537639247,True model
0,0,55,74.60552597134793,True model
0,0,56,137.35349263460623,True model
0,0,60,58.59810322012773,True model
0,0,65,137.5739590203268,True model
0,0,66,132.41941771394124,True model
0,0,67,130.339230062483,True model
0,0,68,91.08345753367276,True model
0,0,69,134.81203211146703,True model
0,0,73,68.5952694312123,True model
0,0,75,84.36169538140507,True model
0,0,76,138.41053859762462,True model
0,0,78,89.50670288125909,True model
0,0,79,64.15182543638761,True model
0,0,82,88.07051398450729,True model
0,0,84,69.75327408040249,True model
0,0,86,81.2397584203963,True model
0,0,93,90.9048129826881,True model
0,0,95,83.64534221622179,True model
0,0,96,88.09706254759783,True model
0,0,97,79.73709391020984,True model
0,0,98,135.33544030162432,True model
0,0,104,64.8995792647767,True model
0,0,114,134.02384511287843,True model
0,0,115,50.66463661545197,True model
0,0,117,69.28049187847083,True model
0,0,119,88.63077398121932,True model
0,0,122,120.83833300366518,True model
0,0,124,80.36397830549816,True model
0,0,125,128.59663503215896,True model
0,0,126,78.19502495678722,True model
0,0,128,136.00154654538446,True model
0,0,132,137.26457165429915,True model
0,0,135,133.94914557576655,True model
0,0,137,61.28005277352475,True model
0,0,140,63.417585436986464,True model
0,0,143,93.44067182132878,True model
0,0,148,135.98681141130595,True model
0,0,150,40.58369450026135,True model
0,0,152,137.12937756130503,True model
0,0,158,108.57502863206814,True model
0,0,164,93.32921390131555,True model
0,0,165,126.83373020181271,True model
0,0,169,127.66871752029454,True model
0,0,170,132.17266589614127,True model
0,0,172,62.651089528953854,True model
0,0,173,135.10969326267664,True model
0,0,174,78.32403243998712,True model
0,0,177,71.58082665314399,True model
0,0,182,129.7471750380633,True model
0,0,186,92.64239831331308,True model
0,0,195,70.24865356681876,True model
0,0,197,71.13933001302442,True model
0,1,0,77.2126663319626,Q (common fit)
0,1,2,106.7346106193969,Q (common fit)
0,1,4,89.34013502854891,Q (common fit)
0,1,6,112.51161120516612,Q (common fit)
0,1,10,135.3418918887764,Q (common fit)
0,1,11,65.92174626131195,Q (common fit)
0,1,22,135.5151203177247,Q (common fit)
0,1,23,90.97787724607818,Q (common fit)
0,1,25,124.08091623208448,Q (common fit)
0,1,26,98.25971897994528,Q (common fit)
0,1,27,114.7213775060364,Q (common fit)
0,1,28,105.24594097387356,Q (common fit)
0,1,32,135.66538201088846,Q (common fit)
0,1,33,97.38154460630264,Q (common fit)
0,1,36,95.42068039116036,Q (common fit)
0,1,39,131.9505942643444,Q (common fit)
0,1,40,137.72704748196057,Q (common fit)
0,1,41,89.37686993559088,Q (common fit)
0,1,44,132.01213285289035,Q (common fit)
0,1,46,108.8114638008444,Q (common fit)
0,1,47,105.32560326103751,Q (common fit)
0,1,51,86.29613163998445,Q (common fit)
0,1,61,88.79441362745003,Q (common fit)
0,1,62,97.18842007234014,Q (common fit)
0,1,64,68.80908599469223,Q (common fit)
0,1,70,133.40671511910352,Q (common fit)
0,1,77,122.82220245732412,Q (common fit)
0,1,81,135.7599194246087,Q (common fit)
0,1,85,99.51510911662108,Q (common fit)
0,1,90,131.68130332922533,Q (common fit)
0,1,94,61.92153781076483,Q (common fit)
0,1,100,137.813661677082,Q (common fit)
0,1,101,81.99529032134811,Q (common fit)
0,1,108,145.37499737050476,Q (common fit)
0,1,109,119.82486850786832,Q (common fit)
0,1,111,141.13049117331508,Q (common fit)
0,1,112,128.71519097149613,Q (common fit)
0,1,113,106.60535514096742,Q (common fit)
0,1,118,80.11830016934157,Q (common fit)
0,1,120,112.31125427177194,Q (common fit)
0,1,123,103.18479218216432,Q (common fit)
0,1,127,119.98170970354224,Q (common fit)
0,1,136,99.34281602941778,Q (common fit)
0,1,139,83.03612211343649,Q (common fit)
0,1,141,144.47675431167124,Q (common fit)
0,1,142,101.29581433483284,Q (common fit)
0,1,144,89.92033706828465,Q (common fit)
0,1,145,134.6038459747689,Q (common fit)
0,1,146,110.3127533480862,Q (common fit)
0,1,147,77.95646889371076,Q (common fit)
0,1,153,136.79694497018528,Q (common fit)
0,1,154,107.7205483397236,Q (common fit)
0,1,155,109.62458528514168,Q (common fit)
0,1,156,126.3355004097218,Q (common fit)
0,1,159,130.4059526221798,Q (common fit)
0,1,161,102.84107010614468,Q (common fit)
0,1,162,82.92098433919598,Q (common fit)
0,1,163,87.4513020137688,Q (common fit)
0,1,166,112.07614394399268,Q (common fit)
0,1,168,109.40512106514736,Q (common fit)
0,1,184,142.96454852002242,Q (common fit)
0,1,187,129.5851708233516,Q (common fit)
0,1,189,136.9916293805649,Q (common fit)
0,1,190,108.4866075930274,Q (common fit)
0,1,191,98.2384883741462,Q (common fit)
0,1,194,127.8681956995262,Q (common fit)
0,1,198,103.66654105232196,Q (common fit)
0,1,0,70.24929072797983,Q (MAP)
0,1,2,105.6971350765948,Q (MAP)
0,1,4,82.3716589837888,Q (MAP)
0,1,6,99.69543542061132,Q (MAP)
0,1,10,96.3102224623103,Q (MAP)
0,1,11,57.30712185194885,Q (MAP)
0,1,22,135.747724353087,Q (MAP)
0,1,23,90.03804882870396,Q (MAP)
0,1,25,122.1966716957611,Q (MAP)
0,1,26,97.53522707715202,Q (MAP)
0,1,27,112.6653067970356,Q (MAP)
0,1,28,106.58842080798428,Q (MAP)
0,1,32,118.42204734695524,Q (MAP)
0,1,33,89.66073911314793,Q (MAP)
0,1,36,95.20947799342134,Q (MAP)
0,1,39,119.80863464644143,Q (MAP)
0,1,40,132.26812643856923,Q (MAP)
0,1,41,83.83337931709237,Q (MAP)
0,1,44,95.59803219056565,Q (MAP)
0,1,46,107.82639282980644,Q (MAP)
0,1,47,105.19680358117924,Q (MAP)
0,1,51,85.38610520944582,Q (MAP)
0,1,61,88.10270412185648,Q (MAP)
0,1,62,95.24451333884105,Q (MAP)
0,1,64,66.2724684860404,Q (MAP)
0,1,70,130.69240614591146,Q (MAP)
0,1,77,107.32758730034112,Q (MAP)
0,1,81,132.65503240028332,Q (MAP)
0,1,85,96.36877780444809,Q (MAP)
0,1,90,120.09804004808342,Q (MAP)
0,1,94,57.21115699665773,Q (MAP)
0,1,100,136.40564841963277,Q (MAP)
0,1,101,79.999699384046,Q (MAP)
0,1,108,139.70629784160226,Q (MAP)
0,1,109,106.61101468318044,Q (MAP)
0,1,111,139.59735922505322,Q (MAP)
0,1,112,126.12852635200494,Q (MAP)
0,1,113,102.64420475947358,Q (MAP)
0,1,118,71.57559663929695,Q (MAP)
0,1,120,113.39462259988387,Q (MAP)
0,1,123,96.61967269149554,Q (MAP)
0,1,127,121.7530915721616,Q (MAP)
0,1,136,101.0725216189194,Q (MAP)
0,1,139,79.31491091677927,Q (MAP)
0,1,141,140.63496337989142,Q (MAP)
0,1,142,100.1642763149341,Q (MAP)
0,1,144,87.01616438748555,Q (MAP)
0,1,145,133.51505639454138,Q (MAP)
0,1,146,106.34714190808675,Q (MAP)
0,1,147,73.26107739680833,Q (MAP)
0,1,153,135.84928022993392,Q (MAP)
0,1,154,108.2306616582375,Q (MAP)
0,1,155,101.46275166569085,Q (MAP)
0,1,156,127.6084015803436,Q (MAP)
0,1,159,124.5986624510784,Q (MAP)
0,1,161,100.79782954888312,Q (MAP)
0,1,162,80.85613887602084,Q (MAP)
0,1,163,86.3694059866356,Q (MAP)
0,1,166,110.88715894096713,Q (MAP)
0,1,168,98.5516799980881,Q (MAP)
0,1,184,140.1968686107948,Q (MAP)
0,1,187,129.05785230886485,Q (MAP)
0,1,189,137.01901322432036,Q (MAP)
0,1,190,87.1556264960912,Q (MAP)
0,1,191,90.38029794779324,Q (MAP)
0,1,194,127.89237687085148,Q (MAP)
0,1,198,101.87262066477712,Q (MAP)
0,1,0,68.60106546558998,FQ (common fit)
0,1,2,93.19826878201889,FQ (common fit)
0,1,4,83.81555754067917,FQ (common fit)
0,1,6,110.37979935391613,FQ (common fit)
0,1,10,96.50921621351668,FQ (common fit)
0,1,11,59.35830691777662,FQ (common fit)
0,1,22,133.01635099016212,FQ (common fit)
0,1,23,85.75104275234514,FQ (common fit)
0,1,25,123.66149644764792,FQ (common fit)
0,1,26,93.32219947945482,FQ (common fit)
0,1,27,112.69042129299832,FQ (common fit)
0,1,28,86.58670249655064,FQ (common fit)
0,1,32,116.0531462996952,FQ (common fit)
0,1,33,63.079900382683896,FQ (common fit)
0,1,36,92.37463622888065,FQ (common fit)
0,1,39,82.23131680579911,FQ (common fit)
0,1,40,140.5622979770782,FQ (common fit)
0,1,41,60.73291181189232,FQ (common fit)
0,1,44,69.76253773928211,FQ (common fit)
0,1,46,92.84021875671156,FQ (common fit)
0,1,47,73.06929616813339,FQ (common fit)
0,1,51,72.16091139595912,FQ (common fit)
0,1,61,89.61118539403657,FQ (common fit)
0,1,62,82.8503020793718,FQ (common fit)
0,1,64,65.47270199872301,FQ (common fit)
0,1,70,132.0932357089858,FQ (common fit)
0,1,77,118.7689794739368,FQ (common fit)
0,1,81,132.5286698119987,FQ (common fit)
0,1,85,81.09566670826688,FQ (common fit)
0,1,90,127.83224919824094,FQ (common fit)
0,1,94,57.87796588394593,FQ (common fit)
0,1,100,139.62932128569977,FQ (common fit)
0,1,101,56.22488409041309,FQ (common fit)
0,1,108,139.7090941915832,FQ (common fit)
0,1,109,123.89639978956042,FQ (common fit)
0,1,111,141.46635756504773,FQ (common fit)
0,1,112,125.29857204078186,FQ (common fit)
0,1,113,80.49671338810323,FQ (common fit)
0,1,118,70.0003969885088,FQ (common fit)
